SPAfilename,SPAtrial,SPAround,SPAdate,SPAtank,SPAsex,SPAcolor,SPAtime,SPApart,fishID,SPAreward_side,SPAvid_length,SPAprop_right_platform,SPAprop_left_platform,SPAprop_right_corner,SPAprop_left_corner,SPAprop_right_wall,SPAprop_left_wall,SPAprop_neutral_zone,SPAprop_sum_platform,SPAprop_sum_corner,SPAprop_sum_corner_and_platform,SPAprop_sum_wall,SPAnumber_of_entries_total,SPAprop_correct_of_platform_time,SPAprop_correct_including_corners_of_total,SPAprop_correct_including_corners_of_corner_and_platform_time,SPAlatency_to_enter_a_wall,SPAlatency_to_enter_a_corner,SPAlatency_to_enter_a_platform,SPAlatency_to_enter_correct_platform,SPAlatency_to_enter_correct_corner,SPAfirst_choice_correct_or_incorrect_corner,SPAprop_correct_including_corners_following_first_correct_corner_entry
SPA4_round5_0703_harry_female_green_2pm_tank4_part1_2019-10-07T153453_143.csv,SPA4,round5,0703,tank4,female,green,2pm,combined_now,round5femalegreen,L,665.725,0,0.4479927898156145,0,0.4911712794321979,0,0.05779413421457808,0.0030417965376093817,0.4479927898156145,0.4911712794321979,0.9391640692478125,0.05779413421457808,25,1,0.9391640692478125,1,392.09999999999997,269.64,307.575,307.575,269.64,correct,0.9420295314147958
SPA4_round5_0703_harry_female_pink_2pm_tank4_part1_2019-10-07T154314_691.csv,SPA4,round5,0703,tank4,female,pink,2pm,combined_now,round5femalepink,L,666.126,0,0,0,0,0,0,0.002889843663210881,0,0,0,0,4,NaN,0,NaN,NA,NA,NA,NA,NA,correct,NA
SPA4_round5_0703_harry_female_purple_2pm_tank1_2019-10-07T184057_652.csv,SPA4,round5,0703,tank1,female,purple,2pm,combined_originally,round5femalepurple,L,683.478,0.047148554891305976,0.03559002630662589,0.024616739675600453,0.7658242108743806,0.001975191593584445,0.033219796394324284,0.05720886407463012,0.08273858119793187,0.790440950549981,0.8731795317479129,0.03519498798790873,32,0.4301503094606545,0.8014142371810065,0.9178115244831173,4.376000000000001,39.729,45.15400000000001,45.15400000000001,39.729,correct,0.8508735547550363
SPA4_round5_0703_harry_female_white_2pm_tank3_part1_2019-10-07T190512_164.csv,SPA4,round5,0703,tank3,female,white,2pm,combined_now,round5femalewhite,L,673.796,0.2751218469685187,0.03912014912525453,0.09225047343706401,0.11610635860111948,0.020718437034354623,0.16265457200695765,0.14872602390040895,0.31424199609377323,0.20835683203818348,0.5225988281319568,0.1833730090413123,53,0.12449051880888844,0.155226507726374,0.29702804401845917,38.57500000000002,42.650000000000006,49.80000000000001,49.80000000000001,42.650000000000006,correct,0.1657160149949456
SPA4_round5_0703_harry_female_yellow_2pm_tank3_part1_2019-10-07T185806_251.csv,SPA4,round5,0703,tank3,female,yellow,2pm,combined_now,round5femaleyellow,L,673.233,0,0.8814244102710356,0.02377185907405013,0.0049017205038968436,0.007352580755845328,0.02124078885021978,0.017268909872213682,0.8814244102710356,0.028673579577946976,0.9100979898489825,0.028593369606065108,19,1,0.8863261307749324,0.9738798905840955,614.6289999999999,612.704,453.96899999999994,453.96899999999994,612.704,correct,0.9105702967154375
SPA4_round5_0703_harry_male_black_2pm_tank2_2019-10-07T192207_869.csv,SPA4,round5,0703,tank2,male,black,2pm,combined_originally,round5maleblack,L,682.776,0.9448428181424069,0,0.05019947977081796,0,0.00201383762756746,0,0.0025630660714494945,0.9448428181424069,0.05019947977081796,0.9950422979132248,0.00201383762756746,7,0,0,0,2.009999999999991,3.384999999999991,11.684999999999974,NA,NA,incorrect,NA
SPA4_round5_0703_harry_male_blue_2pm_tank1_2019-10-08T145044_612.csv,SPA4,round5,0703,tank1,male,blue,2pm,combined_originally,round5maleblue,L,687.562,0,0.4580605094522385,0,0.10506688851332689,0.04858180062307111,0.18292459443657447,0.015710583191043122,0.4580605094522385,0.10506688851332689,0.5631273979655653,0.23150639505964557,26,1,0.5631273979655653,1,9.475999999999999,18.973000000000013,283.626,283.626,18.973000000000013,correct,0.5791076431110892
SPA4_round5_0703_harry_male_green_2pm_tank4_2019-10-08T140742_044.csv,SPA4,round5,0703,tank4,male,green,2pm,combined_originally,round5malegreen,L,665.674,0.12629004587831288,0,0.3576285088496773,0,0.4884703323248314,0,0.0015878643299873758,0.12629004587831288,0.3576285088496773,0.48391855472799017,0.4884703323248314,132,0,0,0,2.5289999999999964,4.950999999999993,287.64599999999996,NA,NA,incorrect,NA
SPA4_round5_0703_harry_male_orange_2pm_tank2_2019-10-07T192923_351.csv,SPA4,round5,0703,tank2,male,orange,2pm,combined_originally,round5maleorange,L,683.075,0.6419763569154191,0,0.339059400505069,0,0.014974929546535946,0,0.0035867218094645784,0.6419763569154191,0.339059400505069,0.9810357574204881,0.014974929546535946,90,0,0,0,2.7249999999999943,2.7249999999999943,3.8249999999999886,NA,NA,incorrect,NA
SPA4_round5_0703_harry_male_pink_2pm_tank4_2019-10-08T142847_427.csv,SPA4,round5,0703,tank4,male,pink,2pm,combined_originally,round5malepink,L,665.87,0.9952363073873278,0,0.0020244191809212207,0,0,0,0.002739273431750961,0.9952363073873278,0.0020244191809212207,0.997260726568249,0,4,0,0,0,NA,1.8240000000000123,3.1720000000000255,NA,NA,incorrect,NA
SPA4_round5_0703_harry_male_purple_2pm_tank1_2019-10-08T143208_244.csv,SPA4,round5,0703,tank1,male,purple,2pm,combined_originally,round5malepurple,L,687.457,0.48809161882125,0.20061763863048893,0.1265868265215133,0.0011957111499337452,0.05055734395023976,0.04820519683412928,0.04833902338618988,0.6887092574517389,0.12778253767144704,0.816491795123186,0.09876254078436904,40,0.2912951095978946,0.20181334978042267,0.24717131388928976,155.117,15.324999999999989,16.14699999999999,16.14699999999999,15.324999999999989,correct,0.20641481137633683
SPA4_round5_0703_harry_male_white_2pm_tank3_2019-10-08T152141_671.csv,SPA4,round5,0703,tank3,male,white,2pm,combined_originally,round5malewhite,L,672.604,0.510529226706948,0.29091411885745544,0.0012221158363613697,0.010779002206350414,0.015178321865466162,0.04346242365492916,0.040325362323149885,0.8014433455644034,0.012001118042711784,0.8134444636071152,0.05864074552039532,34,0.362987752618476,0.30169312106380586,0.37088348936076887,11.449999999999989,81.92899999999997,82.75099999999998,457.185,456.65899999999993,incorrect,0.9396837157609578
SPA4_round5_0703_harry_male_yellow_2pm_tank3_2019-10-08T150826_622.csv,SPA4,round5,0703,tank3,male,yellow,2pm,combined_originally,round5maleyellow,L,672.2379999999999,0.052636119945614526,0,0.7891282551715315,0,0.13732785114795654,0,3.704045293482297e-4,0.052636119945614526,0.7891282551715315,0.8417643751171461,0.13732785114795654,36,0,0,0,0.24899999999999523,0.804000000000002,539.463,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_female_black_3pm_tank2_part1_2019-09-09T151925_925.csv,SPA4,round6,0703,tank2,female,black,3pm,combined_now,round6femaleblack,L,667.651,0,0.9707182345267215,0,0.0012326799480567056,0,0,0.02051670708199345,0.9707182345267215,0.0012326799480567056,0.9719509144747781,0,7,1,0.9719509144747781,1,NA,NA,649.5079999999999,649.5079999999999,NA,correct,1
SPA4_round6_0703_cooper_female_blue_3pm_tank1_part1_2019-09-09T184952_118.csv,SPA4,round6,0703,tank1,female,blue,3pm,combined_now,round6femaleblue,L,669.5260000000001,0.8708384737859322,0,0.059297174418917284,0,0.001194875180351447,0,0.0495141338797895,0.8708384737859322,0.059297174418917284,0.9301356482048494,0.001194875180351447,11,0,0,0,20.128000000000014,20.927999999999997,21.199000000000012,57.28999999999999,50.763000000000005,incorrect,NA
SPA4_round6_0703_cooper_female_green_3pm_tank4_part1_2019-09-09T180425_992.csv,SPA4,round6,0703,tank4,female,green,3pm,combined_now,round6femalegreen,L,652.62,0,0,0,0,0.015359627348227147,0,0.0034139315374950335,0,0,0,0.015359627348227147,5,NaN,0,NaN,2.507000000000005,50.763000000000005,57.28999999999999,57.28999999999999,50.763000000000005,incorrect,NA
SPA4_round6_0703_cooper_female_orange_3pm_tank2_part1_2019-09-09T153619_284.csv,SPA4,round6,0703,tank2,female,orange,3pm,combined_now,round6femaleorange,L,667.8530000000001,0.9949509847226858,0,0.0011559429994325394,0,0,0,0.003893072277881501,0.9949509847226858,0.0011559429994325394,0.9961069277221184,0,5,0,0,0,NA,NA,649.695,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_female_pink_3pm_tank4_part1_2019-09-09T182013_041.csv,SPA4,round6,0703,tank4,female,pink,3pm,combined_now,round6femalepink,L,652.734,0,0,0,0,0,0,0.01703910015412095,0,0,0,0,4,NaN,0,NaN,NA,NA,NA,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_female_purple_3pm_tank1_part1_2019-09-09T183955_990.csv,SPA4,round6,0703,tank1,female,purple,3pm,combined_now,round6femalepurple,L,669.139,0,0.9909555413748116,0,8.204573339769139e-4,0.003961807636380498,0,0.0027333633221199296,0.9909555413748116,8.204573339769139e-4,0.9917759987087885,0.003961807636380498,7,1,0.9917759987087885,1,2.852000000000004,5.503000000000014,6.0519999999999925,6.0519999999999925,5.503000000000014,correct,1
SPA4_round6_0703_cooper_female_white_3pm_tank3_2019-09-10T141124_762.csv,SPA4,round6,0703,tank3,female,white,3pm,combined_originally,round6femalewhite,L,658.9490000000001,0.5935603514080756,0,0.08303374009217696,0.012324170762835984,0.0634358652945828,0.05346240756113141,0.01606042349256172,0.5935603514080756,0.09535791085501294,0.6889182622630885,0.1168982728557142,18,0,0.012324170762835984,0.017889162529022277,3.1820000000000164,38.411,182.04399999999998,NA,38.411,correct,0.01308703093122421
SPA4_round6_0703_cooper_female_yellow_3pm_tank3_2019-09-09T192100_499.csv,SPA4,round6,0703,tank3,female,yellow,3pm,combined_originally,round6femaleyellow,L,658.989,0.4716527893485323,0,0.0259093854373898,0,0.010849953489360355,0.015702841777328582,0.009772545520486552,0.4716527893485323,0.0259093854373898,0.4975621747859221,0.02655279526668894,9,0,0,0,3.0999999999999943,331.10099999999994,348.175,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_black_3pm_tank2_2019-09-10T143144_149.csv,SPA4,round6,0703,tank2,male,black,3pm,combined_originally,round6maleblack,L,678.583,0.006599045363647496,0,0.02041312558670053,0,0.010461505814321889,0,0.028894033596479764,0.006599045363647496,0.02041312558670053,0.027012170950348025,0.010461505814321889,11,0,0,0,4.8799999999999955,11.978999999999985,25.555999999999983,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_blue_3pm_tank1_2019-09-11T150528_216.csv,SPA4,round6,0703,tank1,male,blue,3pm,combined_originally,round6maleblue,L,681.128,0,0,0,0,0,0,0.0030801846348996902,0,0,0,0,10,NaN,0,NaN,NA,NA,NA,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_green_3pm_tank4_2019-09-10T150224_416.csv,SPA4,round6,0703,tank4,male,green,3pm,combined_originally,round6malegreen,L,663.2639999999999,0.015984585323491108,0,0.01571772325951655,0,0.9582669947411591,0,0.005501580064649975,0.015984585323491108,0.01571772325951655,0.031702308583007655,0.9582669947411591,11,0,0,0,1.850999999999999,11.524000000000001,21.423999999999978,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_orange_3pm_tank2_2019-09-10T145350_228.csv,SPA4,round6,0703,tank2,male,orange,3pm,combined_originally,round6maleorange,L,678.6519999999999,0,0,0,0,9.047346799242014e-4,0,0.012034150050393978,0,0,0,9.047346799242014e-4,7,NaN,0,NaN,678.038,NA,NA,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_pink_3pm_tank4_2019-09-10T150722_407.csv,SPA4,round6,0703,tank4,male,pink,3pm,combined_originally,round6malepink,L,663.051,0,0.9046739994359408,0,0.005429446603654871,0,0.0067098910943501405,0.004336016384863392,0.9046739994359408,0.005429446603654871,0.9101034460395957,0.0067098910943501405,7,1,0.9101034460395957,1,53.503000000000014,59.60600000000002,63.20599999999999,63.20599999999999,59.60600000000002,correct,1
SPA4_round6_0703_cooper_male_purple_3pm_tank1_2019-09-10T153251_985.csv,SPA4,round6,0703,tank1,male,purple,3pm,combined_originally,round6malepurple,L,681.3389999999999,0.04265277637123367,0,0.01667158345551926,0,0.2994383119122786,0,0.21181819916370548,0.04265277637123367,0.01667158345551926,0.05932435982675294,0.2994383119122786,27,0,0,0,7.078000000000003,27.72399999999999,29.32899999999998,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_white_3pm_tank3_2019-09-11T182532_802.csv,SPA4,round6,0703,tank3,male,white,3pm,combined_originally,round6malewhite,L,670.553,0.2924213298575951,0,0.023848972415305134,0,0.006858518267758004,0.13810690579268148,0.5383914470593674,0.2924213298575951,0.023848972415305134,0.31627030227290026,0.1449654240604395,21,0,0,0,17.828000000000003,19.799999999999983,21.651999999999987,NA,NA,incorrect,NA
SPA4_round6_0703_cooper_male_yellow_3pm_tank3_2019-09-11T152654_351.csv,SPA4,round6,0703,tank3,male,yellow,3pm,combined_originally,round6maleyellow,L,670.55,0,0.9280322123629854,0,0.05655655804936277,0,0.00992468868839013,0.001603161583774539,0.9280322123629854,0.05655655804936277,0.9845887704123482,0.00992468868839013,79,1,0.9845887704123482,1,3.679000000000002,10.334000000000003,10.609000000000009,10.609000000000009,10.334000000000003,correct,1
SPA4_round7_0731_harry_female_black_5pm_tank2_2019-10-10T140137_349.csv,SPA4,round7,0731,tank2,female,black,5pm,combined_originally,round7femaleblack,R,689.4960000000001,0,0.9603028879065287,0,0.028934178008284496,0,0,0.010369893371390123,0.9603028879065287,0.028934178008284496,0.9892370659148132,0,20,0,0,0,NA,7.420999999999992,8.721000000000004,NA,NA,incorrect,NA
SPA4_round7_0731_harry_female_blue_5pm_tank1_2019-10-10T151812_247.csv,SPA4,round7,0731,tank1,female,blue,5pm,combined_originally,round7femaleblue,R,440.77799999999996,0,0.10391398844769917,0,0.007033018889327624,0.16363112496540197,0.2559111389406913,0.0317620207905112,0.10391398844769917,0.007033018889327624,0.1109470073370268,0.4195422639060933,38,0,0,0,12.649999999999977,97.89999999999998,99.82499999999999,NA,NA,incorrect,NA
SPA4_round7_0731_harry_female_green_5pm_tank4_2019-10-10T143332_499.csv,SPA4,round7,0731,tank4,female,green,5pm,combined_originally,round7femalegreen,R,673.851,0.08533488857329001,0.22238150570378293,0.23918789168525373,0.4123923537992823,8.162041757006641e-4,0.026965901957554363,0.005606580683266637,0.3077163942770729,0.6515802454845361,0.959296639761609,0.027782106133255026,63,0.2773166791251722,0.32452278025854375,0.3382924184318936,5.382000000000005,6.47799999999998,10.552999999999997,460.371,455.17100000000005,incorrect,1
SPA4_round7_0731_harry_female_orange_5pm_tank2_2019-10-10T141939_455.csv,SPA4,round7,0731,tank2,female,orange,5pm,combined_originally,round7femaleorange,R,690.0419999999999,0.3165416018155419,0.016958388040148282,0.36200695030157576,0.18980149034406588,0.016339585126702402,0.0729897600435917,0.017354016132351234,0.3334999898556902,0.5518084406456416,0.8853084305013318,0.0893293451702941,41,0.9491502592024474,0.6785485521171177,0.7664544115239813,144.125,2.125,2.3999999999999773,2.3999999999999773,2.125,correct,0.6806446126494913
SPA4_round7_0731_harry_female_pink_5pm_tank4_2019-10-10T144923_829.csv,SPA4,round7,0731,tank4,female,pink,5pm,combined_originally,round7femalepink,R,674.012,0.18864649294077837,0,0.7856492169278888,0,0.020400230262962678,0,0.00530405986837028,0.18864649294077837,0.7856492169278888,0.9742957098686672,0.020400230262962678,16,1,0.9742957098686672,1,3.5749999999999886,4.949999999999989,7.424999999999983,7.424999999999983,4.949999999999989,correct,0.9815039562850677
SPA4_round7_0731_harry_female_purple_5pm_tank1_2019-10-10T150914_118.csv,SPA4,round7,0731,tank1,female,purple,5pm,combined_originally,round7femalepurple,R,692.48,0,0.7902062153419593,0,0.18181319316081346,0,0.002600797134935205,0.01823157347504621,0.7902062153419593,0.18181319316081346,0.9720194085027728,0.002600797134935205,32,0,0,0,683.777,17.57499999999999,18.94999999999999,NA,NA,incorrect,NA
SPA4_round7_0731_harry_female_white_5pm_tank3_2019-10-17T143445_355.csv,SPA4,round7,0731,tank3,female,white,5pm,combined_originally,round7femalewhite,R,681.062,0.015036810158252908,0.3361000907406375,0.012931274979370393,0.06328498726988141,0.022209431740428966,0.2581982257121966,0.11848700999321643,0.35113690089889044,0.0762162622492518,0.42735316314814226,0.2804076574526255,22,0.04282321259816195,0.027968085137623302,0.06544490025905846,99.78299999999999,106.11099999999999,238.213,238.213,236.36299999999997,incorrect,0.04283346713170032
SPA4_round7_0731_harry_female_yellow_5pm_tank3_2019-10-17T141950_629.csv,SPA4,round7,0731,tank3,female,yellow,5pm,combined_originally,round7femaleyellow,R,681.011,0.5182265778379498,0,0.2821804640453679,0,0.1490636715119142,0,0.040099205446020476,0.5182265778379498,0.2821804640453679,0.8004070418833177,0.1490636715119142,48,1,0.8004070418833177,1,4.22799999999998,5.298999999999978,113.024,113.024,5.298999999999978,correct,0.8066839126728548
SPA4_round7_0731_harry_male_blue_4pm_tank1_part1_2019-10-21T152121_374.csv,SPA4,round7,0731,tank1,male,blue,4pm,combined_now,round7maleblue,R,691.323,0.5773379447812382,0.1936432029601214,0.06821268784634685,0.0011210389354903033,0.07067318749701659,0.0019151684523732212,0.007385838457566178,0.7709811477413596,0.06933372678183715,0.8403148745231968,0.07258835594938981,39,0.7488353592984577,0.645550632627585,0.768224688387049,137.62599999999998,0.6069999999999993,1.1089999999999947,146.88,145.02599999999995,incorrect,0.8169255917568649
SPA4_round7_0731_harry_male_green_4pm_tank4_part1_2019-10-17T144916_777.csv,SPA4,round7,0731,tank4,male,green,4pm,combined_now,round7malegreen,R,676.675,0.7008238814792921,0.08569549636088225,0.07077991650349147,0.018827354342926754,0.0751379909114419,0.00927624044038873,0.010796911368086495,0.7865193778401744,0.08960727084641822,0.8761266486865926,0.08441423135183063,36,0.8910446471182861,0.7716037979827837,0.8806989253659846,418.298,10.584000000000003,12.984000000000009,12.984000000000009,10.584000000000003,correct,0.7838643668808015
SPA4_round7_0731_harry_male_orange_4pm_tank2_part1_2019-10-17T151720_024.csv,SPA4,round7,0731,tank2,male,orange,4pm,combined_now,round7maleorange,R,692.104,0.3236435564597227,0.11859055864436538,0.08374030492527142,0.15587975217597394,0.03219458347300407,0.16465877960537717,0.050347924589368015,0.4422341151040881,0.23962005710124534,0.6818541722053335,0.19685336307838125,53,0.7318376068376072,0.40738386138499416,0.5974647923138536,1.9320000000000164,19.733000000000004,21.331000000000017,21.331000000000017,19.733000000000004,correct,0.41933991799170395
SPA4_round7_0731_harry_male_pink_4pm_tank4_part1_2019-10-17T150508_469.csv,SPA4,round7,0731,tank4,male,pink,4pm,combined_now,round7malepink,R,676.443,0,0.9128056613787117,0,0.06598486494797065,0,0.00888766681006382,0.004634536834589196,0.9128056613787117,0.06598486494797065,0.9787905263266823,0.00888766681006382,22,0,0,0,0.15900000000002024,0.4339999999999975,0.4339999999999975,57.28999999999999,50.763000000000005,incorrect,NA
SPA4_round7_0731_harry_male_purple_4pm_tank1_part1_2019-10-21T150207_075.csv,SPA4,round7,0731,tank1,male,purple,4pm,combined_now,round7malepurple,R,691.6480000000001,0.10345435828629587,0.4026672527065791,0.08801153187748698,0.05172284167669094,0.24524179929675205,0.005577981863607008,0.05349252799111668,0.506121610992875,0.13973437355417792,0.6458559845470528,0.250819781160359,56,0.20440612698467106,0.19146589016378285,0.29645291635419363,19.349999999999994,24.399,82.55099999999999,82.55099999999999,24.399,correct,0.1984671389541237
SPA4_round7_0731_harry_male_yellow_4pm_tank3_2019-10-21T181350_384.csv,SPA4,round7,0731,tank3,male,yellow,4pm,combined_originally,round7maleyellow,R,685.283,0.33634425485529335,0.5551852300436463,0.0016051762556491592,0.015923348456039297,0,0.06896712744953548,0.013397384730104284,0.8915294848989397,0.017528524711688455,0.9090580096106281,0.06896712744953548,19,0.37726655209100574,0.3379494311109425,0.37175782792529877,1.7560000000000002,29.861000000000004,30.138000000000005,454.79200000000003,453.692,incorrect,1
SPA4_round8_0731_cooper_female_blue_5pm_tank1_2019-10-22T152847_165.csv,SPA4,round8,0731,tank1,female,blue,5pm,combined_originally,round8femaleblue,R,681.746,0.2993020861141834,0.1747733026669756,0.23264382922672086,0.0038430735200500952,0.12583425498646086,0.01781015216810955,0.016255320896638826,0.474075388781159,0.23648690274677095,0.7105622915279299,0.1436444071545704,54,0.6313385870624602,0.5319459153409043,0.7486267167331032,2.857000000000001,1.2820000000000018,23.378999999999998,23.378999999999998,19.077999999999996,incorrect,0.5472604682887964
SPA4_round8_0731_cooper_female_purple_5pm_tank1_2019-10-22T152213_474.csv,SPA4,round8,0731,tank1,female,purple,5pm,combined_originally,round8femalepurple,R,681.915,0.6939603909578174,0.2375501345475608,0.04775815167579549,0.005651730787561561,0,0,0.014711510965442843,0.9315105255053782,0.053409882463357046,0.9849204079687353,0,14,0.744983950214968,0.7417185426336128,0.7530746003763966,NA,1.3820000000000014,2.681000000000001,2.681000000000001,1.3820000000000014,correct,0.7432247958585405
SPA4_round8_0731_cooper_male_black_5pm_tank2_2019-10-23T150351_957.csv,SPA4,round8,0731,tank2,male,black,5pm,combined_originally,round8maleblack,R,687.159,0.09517302400172303,0.003964148035607547,0.0074087656568565564,0.012512387962611045,0.1587434640308867,0.027840718087080326,0.09575367564129995,0.09913717203733058,0.0199211536194676,0.11905832565679818,0.18658418211796704,51,0.9600135049836319,0.10258178965857959,0.8616095438322017,16.004999999999995,189.44100000000003,512.029,512.029,189.44100000000003,correct,0.1416263828111499
SPA4_round8_0731_cooper_male_blue_5pm_tank1_2019-10-23T183636_788.csv,SPA4,round8,0731,tank1,male,blue,5pm,combined_originally,round8maleblue,R,689.1129999999999,0.16360451769158316,0.3068640411659627,0.21310583315073148,0.06315219709974981,0.10878622228865216,0.034936215105505264,0.012878874727367004,0.4704685588575459,0.2762580302504813,0.74672658910802725,0.1437224373941574,69,0.3477480367420712,0.37671035084231463,0.5044823049522036,14.623999999999995,31.400000000000006,31.663999999999987,31.663999999999987,31.400000000000006,correct,0.3946949505331352
SPA4_round8_0731_cooper_male_green_5pm_tank4_2019-10-23T180749_711.csv,SPA4,round8,0731,tank4,male,green,5pm,combined_originally,round8malegreen,R,668.564,0.9299603328925876,0,0.03721857593289495,0,0.0011995859783056032,0,0.022650037991875295,0.9299603328925876,0.03721857593289495,0.9671789088254825,0.0011995859783056032,11,1,0.9671789088254825,1,490.077,1.2680000000000007,4.967999999999989,4.967999999999989,1.2680000000000007,correct,0.9690167481897086
SPA4_round8_0731_cooper_male_orange_5pm_tank2_2019-10-23T151946_407.csv,SPA4,round8,0731,tank2,male,orange,5pm,combined_originally,round8maleorange,R,686.4069999999999,0,0.8153107412948878,0,0.004558519945163634,0.06462346683527405,0.03110253828996506,0.005914858094395812,0.8153107412948878,0.004558519945163634,0.8198692612400514,0.09572600512523911,16,0,0,0,556.6139999999999,0.5330000000000155,1.078000000000003,NA,NA,incorrect,NA
SPA4_round8_0731_cooper_male_pink_5pm_tank4_2019-10-23T182147_097.csv,SPA4,round8,0731,tank4,male,pink,5pm,combined_originally,round8malepink,R,668.7149999999999,0,0.9870886700612368,0,0.0032569928893475186,0.008704754641364406,0,9.49582408051249e-4,0.9870886700612368,0.0032569928893475186,0.9903456629505843,0.008704754641364406,5,0,0,0,0.6349999999999909,6.455999999999989,8.634000000000015,NA,NA,incorrect,NA
SPA4_round8_0731_cooper_male_purple_5pm_tank1_2019-10-23T182959_889.csv,SPA4,round8,0731,tank1,male,purple,5pm,combined_originally,round8malepurple,R,23.390000000000015,0,0.15840102607952158,0,0.03723813595553571,0,0,0.32107738349722287,0.15840102607952158,0.03723813595553571,0.1956391620350573,0,9,0,0,0,NA,18.54000000000002,19.411,NA,NA,incorrect,NA
SPA4_round8_0731_cooper_male_white_5pm_tank3_part1_2019-10-23T191314_323.csv,SPA4,round8,0731,tank3,male,white,5pm,combined_now,round8malewhite,R,679.94,0,0.2169514957202106,0,0.0877415654322441,0,0.4326852369326704,0.06618966379386411,0.2169514957202106,0.0877415654322441,0.30469306115245476,0.4326852369326704,19,NaN,0,0,133.94400000000002,142.44299999999998,57.28999999999999,57.28999999999999,50.763000000000005,incorrect,NA
SPA4_round8_0731_cooper_male_yellow_5pm_tank3_part1_2019-10-23T185106_730.csv,SPA4,round8,0731,tank3,male,yellow,5pm,combined_now,round8maleyellow,R,680.148,0.1681501673165252,0.2113098913765827,0.019948599422478654,0.22310585343190015,0.02293030340455309,0.17952122185171462,0.0846639260866753,0.37946005869310795,0.2430544528543788,0.6225145115474867,0.20245152525626772,59,0.44313008303337226,0.1880987667390039,0.3021596496946165,0.7599999999999909,6.756,16.627999999999986,16.627999999999986,6.756,correct,0.1899859220186756
SPA8_round1_0515_harry_female_black_5pm_tank2_2019-09-23T150751_191.csv,SPA8,round1,0515,tank2,female,black,5pm,combined_originally,round1femaleblack,R,679.111,0.11744177314165133,0,0.27514206072350483,0,0.5124758691878057,4.0199613907004325e-4,0.003978731017462575,0.11744177314165133,0.27514206072350483,0.39258383386515616,0.5128778653268757,39,1,0.39258383386515616,1,20.099999999999994,158.581,161.80499999999998,161.80499999999998,158.581,correct,0.5121856569265942
SPA8_round1_0515_harry_female_blue_5pm_tank1_2019-09-23T182635_259.csv,SPA8,round1,0515,tank1,female,blue,5pm,combined_originally,round1femaleblue,R,667.381,0.9508526613733386,0,0.036635744799447374,0,0.001648233917357543,0,0.010863359909856589,0.9508526613733386,0.036635744799447374,0.987488406172786,0.001648233917357543,7,1,0.987488406172786,1,7.25,8.349999999999994,11.099999999999994,11.099999999999994,8.349999999999994,correct,1
SPA8_round1_0515_harry_female_green_5pm_tank4_part1_2019-09-23T153625_375.csv,SPA8,round1,0515,tank4,female,green,5pm,combined_now,round1femalegreen,R,690.1949999999999,0.12941994653684827,0.08848948485572937,0.055600228920812234,0.5920283398170081,0.016589514557480117,0.09306065677091255,0.02281963792841158,0.21790943139257765,0.6476285687378203,0.86553800013039806,0.10965017132839264,31,0.5939162234042548,0.18502017545766047,0.21376320326754714,1.4499999999999886,17.849999999999994,23.349999999999994,216.95,212.52499999999998,incorrect,0.26733937655703727
SPA8_round1_0515_harry_female_orange_5pm_tank2_2019-09-23T152533_497.csv,SPA8,round1,0515,tank2,female,orange,5pm,combined_originally,round1femaleorange,R,679.192,0.37592610042521113,0,0.6198777370758196,0,0,0,0.0032391429816605445,0.37592610042521113,0.6198777370758196,0.9958038375010307,0,40,1,0.9958038375010307,1,NA,2.8499999999999943,5.050000000000011,5.050000000000011,2.8499999999999943,correct,1
SPA8_round1_0515_harry_female_purple_5pm_tank1_2019-09-23T181559_519.csv,SPA8,round1,0515,tank1,female,purple,5pm,combined_originally,round1femalepurple,R,667.5150000000001,0,0.9105263552129916,0,0.03973693475052974,0,0.014043130116926287,0.017078267904092136,0.9105263552129916,0.03973693475052974,0.9502632899635214,0.014043130116926287,19,0,0,0,1.2249999999999943,1.625,5.724999999999994,NA,NA,incorrect,NA
SPA8_round1_0515_harry_female_white_5pm_tank3_2019-09-23T180614_094.csv,SPA8,round1,0515,tank3,female,white,5pm,combined_originally,round1femalewhite,R,685.3299999999999,0,0.0412939751652488,0,0.05366028044883509,0,0.8787080676462434,0.00762406431937902,0.0412939751652488,0.05366028044883509,0.09495425561408388,0.8787080676462434,19,0,0,0,8.824999999999989,132.825,601.5250000000001,NA,NA,incorrect,NA
SPA8_round1_0515_harry_male_black_5pm_tank2_2019-09-23T183256_979.csv,SPA8,round1,0515,tank2,male,black,5pm,combined_originally,round1maleblack,R,682.319,0,0.8435848921105816,0,8.060745780199335e-4,0,0,0.008060745780199585,0.8435848921105816,8.060745780199335e-4,0.8443909666886016,0,6,0,0,0,NA,106.17500000000001,106.725,NA,NA,incorrect,NA
